tbpkid,batch,lc,prov,cnty,lc_prov,lc_cnty
121953,1409,LC115,31,310230,31,310106
121954,1409,LC115,31,310107,31,310106
121955,1409,LC199,37,372524,37,371500
121956,1409,LC338,44,440507,36,360100
121957,1409,LC056,61,610424,62,620100
121958,1409,LC020,32,320304,32,320300
121959,1409,LC343,61,610523,61,610582
121960,1409,LC010,61,610404,61,610400
121961,1409,LC338,44,440681,36,360100
121962,1409,LC324,15,150102,15,150100
121963,1409,LC334,62,620523,33,330326
121964,1409,LC018,14,142601,14,140800
121965,1409,LC001,61,610528,61,610103
121966,1409,LC091,22,220102,61,610700
121967,1409,LC344,36,360103,36,360100
121968,1409,LC113,61,610402,61,610400
121969,1409,LC340,44,441900,36,360900
121970,1409,LC112,61,610422,61,610500
121971,1409,LC018,14,140211,14,140800
121972,1409,LC165,13,130429,13,130100
121973,1409,LC004,61,610323,61,610300
121974,1409,LC113,61,610111,61,610400
121975,1409,LC165,42,421221,13,130100
121976,1409,LC004,61,610303,61,610300
121977,1409,LC165,13,130185,13,130100
121978,1409,LC320,32,320504,32,320100
121979,1409,LC022,61,610124,33,330100
121980,1409,LC330,61,610528,61,610113
121981,1409,LC113,61,610115,61,610400
121982,1409,LC160,61,612401,61,610103
121983,1409,LC004,61,610323,61,610300
121984,1409,LC091,61,612321,61,610700
121985,1409,LC320,32,320501,32,320100
121986,1409,LC340,36,362201,36,360900
121987,1409,LC340,36,362201,36,360900
121988,1409,LC018,13,130205,14,140800
121989,1409,LC018,14,142623,14,140800
121990,1409,LC057,44,440522,36,360100
121991,1409,LC330,61,610111,61,610113
121992,1409,LC330,61,610114,61,610113
121993,1409,LC334,61,610324,33,330326
121994,1409,LC113,61,610404,61,610400
121995,1409,LC112,61,610502,61,610500
121996,1409,LC343,61,610582,61,610582
121997,1409,LC113,61,610102,61,610400
121998,1409,LC330,61,612522,61,610113
121999,1409,LC330,61,610522,61,610113
122000,1409,LC330,41,410901,61,610113
122001,1409,LC330,61,610528,61,610113
122002,1409,LC330,62,622826,61,610113
122003,1409,LC330,61,610122,61,610113
122004,1409,LC330,41,411330,61,610113
122005,1409,LC330,62,622823,61,610113
122006,1409,LC330,61,610121,61,610113
122007,1409,LC330,61,612501,61,610113
122008,1409,LC330,61,610324,61,610113
122009,1409,LC113,61,610423,61,610400
122010,1409,LC330,61,610121,61,610113
122011,1409,LC330,64,642226,61,610113
122012,1409,LC330,61,612523,61,610113
122013,1409,LC165,13,130123,13,130100
122014,1409,LC001,61,610124,61,610103
122015,1409,LC113,62,622825,61,610400
122016,1409,LC330,61,610126,61,610113
122017,1409,LC001,61,610402,61,610103
122018,1409,LC106,32,320586,32,320500
122019,1409,LC343,61,610522,61,610582
122020,1409,LC091,61,610702,61,610700
122021,1409,LC113,61,610404,61,610400
122022,1409,LC112,61,612726,61,610500
122023,1409,LC112,63,632124,61,610500
122024,1409,LC001,61,610523,61,610103
122025,1409,LC113,61,610632,61,610400
122026,1409,LC327,34,342601,34,340100
122027,1409,LC113,61,610632,61,610400
122028,1409,LC112,37,370304,61,610500
122029,1409,LC199,37,370783,37,371500
122030,1409,LC113,61,610124,61,610400
122031,1409,LC324,15,152224,15,150100
122032,1409,LC113,61,610481,61,610400
122033,1409,LC018,14,142629,14,140800
122034,1409,LC018,14,142625,14,140800
122035,1409,LC016,41,410403,41,410100
122036,1409,LC343,61,612101,61,610582
122037,1409,LC113,61,610111,61,610400
122038,1409,LC113,61,610421,61,610400
122039,1409,LC344,36,362204,36,360100
122040,1409,LC328,61,610523,61,610104
122041,1409,LC320,32,320511,32,320100
122042,1409,LC344,36,362323,36,360100
122043,1409,LC344,36,362528,36,360100
122044,1409,LC160,61,610422,61,610103
122045,1409,LC165,13,130185,13,130100
122046,1409,LC199,37,372501,37,371500
122047,1409,LC004,61,610303,61,610300
122048,1409,LC018,14,142601,14,140800
122049,1409,LC018,14,142601,14,140800
122050,1409,LC001,61,612301,61,610103
122051,1409,LC022,33,330124,33,330100
122052,1409,LC033,61,612401,61,610900
122053,1409,LC113,61,610402,61,610400
122054,1409,LC031,13,130402,13,130400
122055,1409,LC113,61,610423,61,610400
122056,1409,LC004,61,610322,61,610300
122057,1409,LC004,61,610324,61,610300
122058,1409,LC113,62,622801,61,610400
122059,1409,LC113,61,610423,61,610400
122060,1409,LC018,14,142725,14,140800
122061,1409,LC113,61,610402,61,610400
122062,1409,LC002,65,654201,61,611000
122063,1409,LC160,61,610581,61,610103
122064,1409,LC199,21,210522,37,371500
122065,1409,LC199,37,371425,37,371500
122066,1409,LC199,37,371425,37,371500
122067,1409,LC199,37,371581,37,371500
122068,1409,LC116,61,612701,61,610800
122069,1409,LC116,61,612701,61,610800
122070,1409,LC004,61,610328,61,610300
122071,1409,LC344,36,360203,36,360100
122072,1409,LC341,44,445224,36,361100
122073,1409,LC341,33,330726,36,361100
122074,1409,LC033,61,612401,61,610900
122075,1409,LC201,37,370481,37,370100
122076,1409,LC165,13,130684,13,130100
122077,1409,LC165,13,130322,13,130100
122078,1409,LC159,44,441621,44,440303
122079,1409,LC199,52,520201,37,371500
122080,1409,LC004,61,610303,61,610300
122081,1409,LC004,61,610303,61,610300
122082,1409,LC031,13,130527,13,130400
122083,1409,LC325,23,230827,44,440600
122084,1409,LC018,14,142601,14,140800
122085,1409,LC165,15,152324,13,130100
122086,1409,LC009,61,612629,61,610600
122087,1409,LC199,37,371581,37,371500
122088,1409,LC116,61,612729,61,610800
122089,1409,LC004,61,610302,61,610300
122090,1409,LC159,61,612522,44,440303
122091,1409,LC106,42,420624,32,320500
122092,1409,LC341,44,445224,36,361100
122093,1409,LC199,37,371524,37,371500
122094,1409,LC199,37,371402,37,371500
122095,1409,LC199,37,371522,37,371500
122096,1409,LC327,34,342501,34,340100
122097,1409,LC091,61,612322,61,610700
122098,1409,LC091,61,612301,61,610700
122099,1409,LC091,61,612326,61,610700
122100,1409,LC091,61,612325,61,610700
122101,1409,LC091,61,612321,61,610700
122102,1409,LC091,61,612301,61,610700
122103,1409,LC091,61,612323,61,610700
122104,1409,LC113,61,610112,61,610400
122105,1409,LC022,33,330902,33,330100
122106,1409,LC169,61,610221,61,610200
122107,1409,LC113,61,610582,61,610400
122108,1409,LC200,37,370629,37,370600
122109,1409,LC113,37,370212,61,610400
122110,1409,LC057,45,452402,36,360100
122111,1409,LC199,37,371521,37,371500
122112,1409,LC165,21,211224,13,130100
122113,1409,LC004,13,130131,61,610300
122114,1409,LC160,61,610402,61,610103
122115,1409,LC320,32,320586,32,320100
122116,1409,LC320,32,320623,32,320100
122117,1409,LC320,32,321111,32,320100
122118,1409,LC006,61,610303,61,610300
122119,1409,LC001,61,610103,61,610103
122120,1409,LC340,36,362201,36,360900
122121,1409,LC340,36,362229,36,360900
122122,1409,LC340,36,362222,36,360900
122123,1409,LC004,61,610328,61,610300
122124,1409,LC001,14,142301,61,610103
122125,1409,LC343,61,610522,61,610582
122126,1409,LC344,36,362203,36,360100
122127,1409,LC199,37,370911,37,371500
122128,1409,LC091,53,532901,61,610700
122129,1409,LC106,32,320611,32,320500
122130,1409,LC001,61,610102,61,610103
122131,1409,LC330,61,612423,61,610113
122132,1409,LC113,61,610404,61,610400
122133,1409,LC330,62,622726,61,610113
122134,1409,LC116,61,612728,61,610800
122135,1409,LC330,61,612524,61,610113
122136,1409,LC091,61,612301,61,610700
122137,1409,LC343,61,610582,61,610582
122138,1409,LC200,37,371021,37,370600
122139,1409,LC200,37,370631,37,370600
122140,1409,LC330,61,610526,61,610113
122141,1409,LC333,36,362201,36,360100
122142,1409,LC344,23,230305,36,360100
122143,1409,LC330,61,610326,61,610113
122144,1409,LC282,62,620502,62,620500
122145,1409,LC091,61,612321,61,610700
122146,1409,LC091,61,612323,61,610700
122147,1409,LC113,61,610427,61,610400
122148,1409,LC113,41,412725,61,610400
122149,1409,LC199,37,371581,37,371500
122150,1409,LC091,61,612301,61,610700
122151,1409,LC116,61,612727,61,610800
122152,1409,LC091,61,612323,61,610700
122153,1409,LC091,61,612321,61,610700
122154,1409,LC018,14,142701,14,140800
122155,1409,LC001,61,610125,61,610103
122156,1409,LC200,37,370602,37,370600
122157,1409,LC091,61,612327,61,610700
122158,1409,LC199,37,372501,37,371500
122159,1409,LC199,37,372501,37,371500
122160,1409,LC199,37,371502,37,371500
122161,1409,LC165,13,130503,13,130100
122162,1409,LC199,37,372501,37,371500
122163,1409,LC330,61,612731,61,610113
122164,1409,LC199,37,371581,37,371500
122165,1409,LC330,61,610115,61,610113
122166,1409,LC330,61,612325,61,610113
122167,1409,LC330,61,610113,61,610113
122168,1409,LC343,61,610582,61,610582
122169,1409,LC330,61,612429,61,610113
122170,1409,LC113,61,610102,61,610400
122171,1409,LC344,36,360222,36,360100
122172,1409,LC106,32,320524,32,320500
122173,1409,LC106,32,320504,32,320500
122174,1409,LC343,61,610522,61,610582
122175,1409,LC113,61,610404,61,610400
122176,1409,LC091,61,612323,61,610700
122177,1409,LC199,37,371521,37,371500
122178,1409,LC328,61,610122,61,610104
122179,1409,LC113,61,610404,61,610400
122180,1409,LC113,62,622826,61,610400
122181,1409,LC113,61,610329,61,610400
122182,1409,LC113,13,130921,61,610400
122183,1409,LC113,61,610402,61,610400
122184,1409,LC113,61,610427,61,610400
122185,1409,LC113,61,610481,61,610400
122186,1409,LC330,62,620521,61,610113
122187,1409,LC330,62,620521,61,610113
122188,1409,LC324,15,152302,15,150100
122189,1409,LC322,44,440520,36,360300
122190,1409,LC199,37,372502,37,371500
122191,1409,LC112,61,610521,61,610500
122192,1409,LC199,37,371581,37,371500
122193,1409,LC024,64,640111,64,640100
122194,1409,LC016,41,411222,41,410100
122195,1409,LC320,32,320501,32,320100
122196,1409,LC091,61,612326,61,610700
122197,1409,LC001,13,130921,61,610103
122198,1409,LC330,61,610115,61,610113
122199,1409,LC330,61,612727,61,610113
122200,1409,LC330,61,610122,61,610113
122201,1409,LC330,61,610502,61,610113
122202,1409,LC113,61,610424,61,610400
122203,1409,LC330,62,622123,61,610113
122204,1409,LC330,62,620523,61,610113
122205,1409,LC330,64,642224,61,610113
122206,1409,LC091,61,612301,61,610700
122207,1409,LC113,61,610581,61,610400
122208,1409,LC330,65,654123,61,610113
122209,1409,LC330,61,610425,61,610113
122210,1409,LC330,61,610327,61,610113
122211,1409,LC113,61,610102,61,610400
122212,1409,LC330,61,610629,61,610113
122213,1409,LC343,61,610522,61,610582
122214,1409,LC333,36,360122,36,360100
122215,1409,LC200,37,371326,37,370600
122216,1409,LC337,42,420322,61,610113
122217,1409,LC199,37,371581,37,371500
122218,1409,LC330,61,612523,61,610113
122219,1409,LC199,37,371526,37,371500
122220,1409,LC113,61,610429,61,610400
122221,1409,LC282,62,620524,62,620500
122222,1409,LC113,61,610424,61,610400
122223,1409,LC113,61,610404,61,610400
122224,1409,LC113,61,610112,61,610400
122225,1409,LC113,61,610427,61,610400
122226,1409,LC091,61,612323,61,610700
122227,1409,LC113,61,610402,61,610400
122228,1409,LC200,37,370684,37,370600
122229,1409,LC001,61,610103,61,610103
122230,1409,LC113,61,610404,61,610400
122231,1409,LC282,62,620503,62,620500
122232,1409,LC113,61,610581,61,610400
122233,1409,LC344,36,360121,36,360100
122234,1409,LC022,34,340828,33,330100
122235,1409,LC337,62,620423,61,610113
122236,1409,LC169,61,610221,61,610200
122237,1409,LC327,34,342401,34,340100
122238,1409,LC033,61,612424,61,610900
122239,1409,LC091,61,612322,61,610700
122240,1409,LC330,61,612723,61,610113
122241,1409,LC330,61,612401,61,610113
122242,1409,LC330,51,513721,61,610113
122243,1409,LC169,61,610221,61,610200
122244,1409,LC113,61,610330,61,610400
122245,1409,LC199,37,371581,37,371500
122246,1409,LC113,61,610423,61,610400
122247,1409,LC328,61,610122,61,610104
122248,1409,LC330,62,620502,61,610113
122249,1409,LC116,61,612701,61,610800
122250,1409,LC113,61,612722,61,610400
122251,1409,LC199,37,372501,37,371500
122252,1409,LC165,13,130182,13,130100
122253,1409,LC004,61,610322,61,610300
122254,1409,LC004,61,610326,61,610300
122255,1409,LC113,61,610115,61,610400
122256,1409,LC199,37,372525,37,371500
122257,1409,LC160,61,610526,61,610103
122258,1409,LC004,61,610324,61,610300
122259,1409,LC022,33,330124,33,330100
122260,1409,LC160,61,610221,61,610103
122261,1409,LC113,61,610103,61,610400
122262,1409,LC320,32,320501,32,320100
122263,1409,LC320,32,320921,32,320100
122264,1409,LC320,32,320586,32,320100
122265,1409,LC320,32,320681,32,320100
122266,1409,LC022,33,330323,33,330100
122267,1409,LC330,61,610481,61,610113
122268,1409,LC330,61,610121,61,610113
122269,1409,LC330,61,610122,61,610113
122270,1409,LC330,61,610121,61,610113
122271,1409,LC330,61,610425,61,610113
122272,1409,LC330,61,610481,61,610113
122273,1409,LC330,61,610431,61,610113
122274,1409,LC330,61,612525,61,610113
122275,1409,LC330,61,610303,61,610113
122276,1409,LC091,61,612301,61,610700
122277,1409,LC330,61,612325,61,610113
122278,1409,LC330,61,610122,61,610113
122279,1409,LC330,64,642224,61,610113
122280,1409,LC160,61,612730,61,610103
122281,1409,LC330,61,610629,61,610113
122282,1409,LC199,37,370681,37,371500
122283,1409,LC199,37,370681,37,371500
122284,1409,LC330,61,610528,61,610113
122285,1409,LC330,61,610621,61,610113
122286,1409,LC334,34,342222,33,330326
122287,1409,LC113,61,610404,61,610400
122288,1409,LC199,37,372502,37,371500
122289,1409,LC199,37,371581,37,371500
122290,1409,LC199,37,372502,37,371500
122291,1409,LC091,61,612301,61,610700
122292,1409,LC199,37,371581,37,371500
122293,1409,LC106,13,132401,32,320500
122294,1409,LC004,61,610328,61,610300
122295,1409,LC091,61,612322,61,610700
122296,1409,LC199,14,140724,37,371500
122297,1409,LC199,65,654226,37,371500
122298,1409,LC112,61,610502,61,610500
122299,1409,LC091,62,622623,61,610700
122300,1409,LC340,36,362201,36,360900
122301,1409,LC112,61,612130,61,610500
122302,1409,LC340,36,362201,36,360900
122303,1409,LC334,41,410402,33,330326
122304,1409,LC030,43,430603,43,430100
122305,1409,LC113,61,610404,61,610400
122306,1409,LC200,37,370683,37,370600
122307,1409,LC200,37,370283,37,370600
122308,1409,LC200,37,370682,37,370600
122309,1409,LC113,61,610430,61,610400
122310,1409,LC158,61,612326,44,441900
122311,1409,LC112,61,612130,61,610500
122312,1409,LC330,61,610115,61,610113
122313,1409,LC344,36,360102,36,360100
122314,1409,LC160,51,511321,61,610103
122315,1409,LC018,14,141033,14,140800
122316,1409,LC009,61,610622,61,610600
122317,1409,LC018,14,142729,14,140800
122318,1409,LC160,62,622826,61,610103
122319,1409,LC338,51,513701,36,360100
122320,1409,LC091,61,612322,61,610700
122321,1409,LC327,34,340111,34,340100
122322,1409,LC091,61,612322,61,610700
122323,1409,LC004,61,610303,61,610300
122324,1409,LC091,61,612325,61,610700
122325,1409,LC116,61,612701,61,610800
122326,1409,LC091,61,612322,61,610700
122327,1409,LC091,61,612329,61,610700
122328,1409,LC091,61,612301,61,610700
122329,1409,LC091,61,612327,61,610700
122330,1409,LC158,43,430223,44,441900
122331,1409,LC159,42,420683,44,440303
122332,1409,LC340,36,362201,36,360900
122333,1409,LC113,61,610426,61,610400
122334,1409,LC112,61,610527,61,610500
122335,1409,LC112,61,610526,61,610500
122336,1409,LC334,41,412721,33,330326
122337,1409,LC200,37,370629,37,370600
122338,1409,LC160,61,612722,61,610103
122339,1409,LC160,61,612723,61,610103
122340,1409,LC160,61,612723,61,610103
122341,1409,LC003,61,610431,61,610114
122342,1409,LC003,61,610402,61,610114
122343,1409,LC160,41,412901,61,610103
122344,1409,LC160,61,612723,61,610103
122345,1409,LC160,61,612723,61,610103
122346,1409,LC160,61,612723,61,610103
122347,1409,LC160,61,612723,61,610103
122348,1409,LC165,13,130103,13,130100
122349,1409,LC030,43,430682,43,430100
122350,1409,LC199,41,410926,37,371500
122351,1409,LC199,37,371521,37,371500
122352,1409,LC018,14,142701,14,140800
122353,1409,LC330,61,612324,61,610113
122354,1409,LC160,61,612722,61,610103
122355,1409,LC199,37,371581,37,371500
122356,1409,LC106,32,321283,32,320500
122357,1409,LC333,31,310113,36,360100
122358,1409,LC009,61,612731,61,610600
122359,1409,LC091,61,612301,61,610700
122360,1409,LC031,15,152502,13,130400
122361,1409,LC091,61,612301,61,610700
122362,1409,LC333,32,320922,36,360100
122363,1409,LC160,61,610113,61,610103
122364,1409,LC160,61,610113,61,610103
122365,1409,LC345,62,622821,36,360400
122366,1409,LC345,50,500108,36,360400
122367,1409,LC345,43,430724,36,360400
122368,1409,LC160,61,610402,61,610103
122369,1409,LC345,62,622201,36,360400
122370,1409,LC320,41,410422,32,320100
122371,1409,LC320,32,320924,32,320100
122372,1409,LC160,42,420322,61,610103
122373,1409,LC320,32,320924,32,320100
122374,1409,LC320,34,340321,32,320100
122375,1409,LC112,61,610526,61,610500
122376,1409,LC160,61,610481,61,610103
122377,1409,LC113,61,610402,61,610400
122378,1409,LC160,61,610124,61,610103
122379,1409,LC199,37,371502,37,371500
122380,1409,LC160,61,610524,61,610103
122381,1409,LC004,61,610328,61,610300
122382,1409,LC160,61,610523,61,610103
122383,1409,LC113,37,372928,61,610400
122384,1409,LC113,61,610402,61,610400
122385,1409,LC349,62,622425,62,621100
122386,1409,LC024,13,130535,64,640100
122387,1409,LC345,36,360124,36,360400
122388,1409,LC345,36,360124,36,360400
122389,1409,LC160,61,610424,61,610103
122390,1409,LC116,61,612722,61,610800
122391,1409,LC334,65,650204,33,330326
122392,1409,LC160,61,610121,61,610103
122393,1409,LC106,32,320323,32,320500
122394,1409,LC320,32,320323,32,320100
122395,1409,LC344,31,310108,36,360100
122396,1409,LC320,36,360123,32,320100
122397,1409,LC343,61,610581,61,610582
122398,1409,LC160,61,612723,61,610103
122399,1409,LC160,61,612723,61,610103
122400,1409,LC160,61,612723,61,610103
122401,1409,LC160,61,612723,61,610103
122402,1409,LC160,61,612723,61,610103
122403,1409,LC018,14,142701,14,140800
122404,1409,LC160,61,610121,61,610103
122405,1409,LC003,41,412726,61,610114
122406,1409,LC160,61,612723,61,610103
122407,1409,LC160,37,370683,61,610103
122408,1409,LC160,61,610525,61,610103
122409,1409,LC160,61,610629,61,610103
122410,1409,LC199,37,372523,37,371500
122411,1409,LC160,61,610623,61,610103
122412,1409,LC344,36,362330,36,360100
122413,1409,LC160,61,610126,61,610103
122414,1409,LC160,61,610427,61,610103
122415,1409,LC172,44,441323,44,440106
122416,1409,LC160,61,610431,61,610103
122417,1409,LC160,61,610523,61,610103
122418,1409,LC340,36,362201,36,360900
122419,1409,LC160,61,612723,61,610103
122420,1409,LC160,61,612401,61,610103
122421,1409,LC160,61,612724,61,610103
122422,1409,LC160,61,610321,61,610103
122423,1409,LC160,61,610581,61,610103
122424,1409,LC031,13,130582,13,130400
122425,1409,LC160,61,610324,61,610103
122426,1409,LC160,61,610525,61,610103
122427,1409,LC018,41,410481,14,140800
122428,1409,LC160,61,612629,61,610103
122429,1409,LC160,61,610112,61,610103
122430,1409,LC160,34,342222,61,610103
122431,1409,LC160,61,610630,61,610103
122432,1409,LC116,61,612701,61,610800
122433,1409,LC325,44,440803,44,440600
122434,1409,LC325,44,445122,44,440600
122435,1409,LC325,44,440681,44,440600
122436,1409,LC325,44,445224,44,440600
122437,1409,LC160,61,610321,61,610103
122438,1409,LC334,41,410105,33,330326
