tbpkid,batch,lc,prov,cnty,lc_prov,lc_cnty
123139,1409,LC160,34,340827,61,610103
123140,1409,LC160,51,513030,61,610103
123141,1409,LC160,13,130523,61,610103
123142,1409,LC200,37,371083,37,370600
123143,1409,LC200,37,372929,37,370600
123144,1409,LC200,37,370684,37,370600
123145,1409,LC004,61,610322,61,610300
123146,1409,LC056,61,610521,62,620100
123147,1409,LC056,13,130302,62,620100
123148,1409,LC160,62,622726,61,610103
123149,1409,LC106,32,320623,32,320500
123150,1409,LC016,41,410184,41,410100
123151,1409,LC160,14,142730,61,610103
123152,1409,LC004,61,610322,61,610300
123153,1409,LC345,36,360121,36,360400
123154,1409,LC344,36,360731,36,360100
123155,1409,LC004,61,610327,61,610300
123156,1409,LC004,61,610115,61,610300
123157,1409,LC004,61,610502,61,610300
123158,1409,LC004,61,610327,61,610300
123159,1409,LC004,61,610321,61,610300
123160,1409,LC113,61,610404,61,610400
123161,1409,LC160,61,610525,61,610103
123162,1409,LC200,37,370686,37,370600
123163,1409,LC160,61,610523,61,610103
123164,1409,LC160,61,612722,61,610103
123165,1409,LC004,61,610302,61,610300
123166,1409,LC200,37,370687,37,370600
123167,1409,LC160,61,610526,61,610103
123168,1409,LC031,13,130433,13,130400
123169,1409,LC024,64,640302,64,640100
123170,1409,LC338,33,331023,36,360100
123171,1409,LC106,32,321283,32,320500
123172,1409,LC016,43,430723,41,410100
123173,1409,LC004,61,610323,61,610300
123174,1409,LC004,61,610327,61,610300
123175,1409,LC200,37,370611,37,370600
123176,1409,LC113,61,610425,61,610400
123177,1409,LC018,14,142601,14,140800
123178,1409,LC004,61,610321,61,610300
123179,1409,LC199,23,230422,37,371500
123180,1409,LC199,37,372330,37,371500
123181,1409,LC344,36,360281,36,360100
123182,1409,LC001,61,610124,61,610103
123183,1409,LC160,14,141122,61,610103
123184,1409,LC344,36,360302,36,360100
123185,1409,LC338,35,350182,36,360100
123186,1409,LC344,45,450121,36,360100
123187,1409,LC022,33,330723,33,330100
123188,1409,LC330,61,612501,61,610113
123189,1409,LC056,62,622323,62,620100
123190,1409,LC330,62,622827,61,610113
123191,1409,LC344,36,360102,36,360100
123192,1409,LC001,61,610623,61,610103
123193,1409,LC338,36,362229,36,360100
123194,1409,LC330,61,610422,61,610113
123195,1409,LC199,37,371502,37,371500
123196,1409,LC001,61,610424,61,610103
123197,1409,LC056,62,622224,62,620100
123198,1409,LC327,34,341281,34,340100
123199,1409,LC165,22,222426,13,130100
123200,1409,LC200,37,370681,37,370600
123201,1409,LC113,61,610427,61,610400
123202,1409,LC057,14,141127,36,360100
123203,1409,LC031,13,130427,13,130400
123204,1409,LC330,61,612430,61,610113
123205,1409,LC160,61,612723,61,610103
123206,1409,LC160,61,612723,61,610103
123207,1409,LC003,61,610424,61,610114
123208,1409,LC003,61,610114,61,610114
123209,1409,LC330,61,610521,61,610113
123210,1409,LC320,50,500222,32,320100
123211,1409,LC200,37,371081,37,370600
123212,1409,LC160,61,612723,61,610103
123213,1409,LC160,61,612723,61,610103
123214,1409,LC160,61,612723,61,610103
123215,1409,LC160,61,612723,61,610103
123216,1409,LC343,61,610582,61,610582
123217,1409,LC113,61,610426,61,610400
123218,1409,LC343,61,612522,61,610582
123219,1409,LC160,61,610524,61,610103
123220,1409,LC056,62,620121,62,620100
123221,1409,LC160,61,612723,61,610103
123222,1409,LC160,61,612723,61,610103
123223,1409,LC160,61,610104,61,610103
123224,1409,LC160,61,612723,61,610103
123225,1409,LC160,61,610521,61,610103
123226,1409,LC160,61,612723,61,610103
123227,1409,LC160,61,612723,61,610103
123228,1409,LC160,61,612722,61,610103
123229,1409,LC091,51,511321,61,610700
123230,1409,LC091,61,612301,61,610700
123231,1409,LC091,61,612322,61,610700
123232,1409,LC326,51,511323,44,440300
123233,1409,LC345,43,430423,36,360400
123234,1409,LC106,32,320926,32,320500
123235,1409,LC326,44,441421,44,440300
123236,1409,LC344,36,360425,36,360100
123237,1409,LC091,61,612324,61,610700
123238,1409,LC160,61,610104,61,610103
123239,1409,LC282,62,620502,62,620500
123240,1409,LC091,61,612324,61,610700
123241,1409,LC344,32,321025,36,360100
123242,1409,LC106,32,320586,32,320500
123243,1409,LC160,61,610527,61,610103
123244,1409,LC160,61,610425,61,610103
123245,1409,LC160,61,610404,61,610103
123246,1409,LC016,44,440982,41,410100
123247,1409,LC016,44,440923,41,410100
123248,1409,LC334,61,610502,33,330326
123249,1409,LC022,33,339005,33,330100
123250,1409,LC333,33,331002,36,360100
123251,1409,LC160,42,421127,61,610103
123252,1409,LC200,37,370628,37,370600
123253,1409,LC343,61,610582,61,610582
123254,1409,LC200,37,370686,37,370600
123255,1409,LC200,37,370686,37,370600
123256,1409,LC165,13,131124,13,130100
123257,1409,LC001,61,610103,61,610103
123258,1409,LC091,61,612321,61,610700
123259,1409,LC091,61,612322,61,610700
123260,1409,LC010,61,610114,61,610400
123261,1409,LC160,61,610528,61,610103
123262,1409,LC056,62,620103,62,620100
123263,1409,LC113,61,610426,61,610400
123264,1409,LC160,61,610327,61,610103
123265,1409,LC160,61,610628,61,610103
123266,1409,LC160,61,610424,61,610103
123267,1409,LC159,44,440582,44,440303
123268,1409,LC330,61,610322,61,610113
123269,1409,LC113,61,610402,61,610400
123270,1409,LC160,61,610104,61,610103
123271,1409,LC160,61,612722,61,610103
123272,1409,LC325,36,362429,44,440600
123273,1409,LC113,61,610427,61,610400
123274,1409,LC200,37,372330,37,370600
123275,1409,LC200,37,371083,37,370600
123276,1409,LC200,37,371083,37,370600
123277,1409,LC330,61,610121,61,610113
123278,1409,LC160,61,610104,61,610103
123279,1409,LC160,41,410523,61,610103
123280,1409,LC200,37,370629,37,370600
123281,1409,LC160,61,612527,61,610103
123282,1409,LC200,37,370684,37,370600
123283,1409,LC160,62,622827,61,610103
123284,1409,LC330,61,610527,61,610113
123285,1409,LC344,42,429004,36,360100
123286,1409,LC160,61,610424,61,610103
123287,1409,LC160,61,610402,61,610103
123288,1409,LC160,61,610402,61,610103
123289,1409,LC160,32,320321,61,610103
123290,1409,LC018,14,142723,14,140800
123291,1409,LC344,36,360122,36,360100
123292,1409,LC341,43,430626,36,361100
123293,1409,LC160,34,340311,61,610103
123294,1409,LC338,42,421102,36,360100
123295,1409,LC334,65,650204,33,330326
123296,1409,LC337,32,321321,61,610113
123297,1409,LC337,14,141124,61,610113
123298,1409,LC016,43,431128,41,410100
123299,1409,LC345,34,342601,36,360400
123300,1409,LC001,61,610104,61,610103
123301,1409,LC341,33,330725,36,361100
123302,1409,LC160,61,610430,61,610103
123303,1409,LC341,34,341203,36,361100
123304,1409,LC016,46,460036,41,410100
123305,1409,LC345,34,342501,36,360400
123306,1409,LC016,50,500381,41,410100
123307,1409,LC016,36,360429,41,410100
123308,1409,LC018,14,142623,14,140800
123309,1409,LC016,44,441402,41,410100
123310,1409,LC345,35,350784,36,360400
123311,1409,LC016,42,420583,41,410100
123312,1409,LC016,44,440182,41,410100
123313,1409,LC031,13,130404,13,130400
123314,1409,LC160,61,610403,61,610103
123315,1409,LC018,14,142601,14,140800
123316,1409,LC009,61,610629,61,610600
123317,1409,LC009,61,610629,61,610600
123318,1409,LC334,62,622101,33,330326
123319,1409,LC160,61,610528,61,610103
123320,1409,LC091,61,612301,61,610700
123321,1409,LC159,36,360721,44,440303
123322,1409,LC345,36,360421,36,360400
123323,1409,LC018,14,142623,14,140800
123324,1409,LC009,61,610628,61,610600
123325,1409,LC004,61,610323,61,610300
123326,1409,LC345,43,430902,36,360400
123327,1409,LC160,61,610404,61,610103
123328,1409,LC346,45,452425,44,440304
123329,1409,LC010,61,612301,61,610400
123330,1409,LC160,61,610426,61,610103
123331,1409,LC160,61,610427,61,610103
123332,1409,LC160,61,610112,61,610103
123333,1409,LC160,51,510232,61,610103
123334,1409,LC160,14,142603,61,610103
123335,1409,LC160,61,612501,61,610103
123336,1409,LC113,34,340102,61,610400
123337,1409,LC160,61,610121,61,610103
123338,1409,LC160,61,610523,61,610103
123339,1409,LC113,43,430408,61,610400
123340,1409,LC160,61,612429,61,610103
123341,1409,LC338,42,422624,36,360100
123342,1409,LC199,37,370829,37,371500
123343,1409,LC091,61,612322,61,610700
123344,1409,LC091,61,612322,61,610700
123345,1409,LC004,61,610328,61,610300
123346,1409,LC091,61,612321,61,610700
123347,1409,LC338,36,360302,36,360100
123348,1409,LC057,36,360202,36,360100
123349,1409,LC091,61,612323,61,610700
123350,1409,LC160,61,610324,61,610103
123351,1409,LC326,44,440221,44,440300
123352,1409,LC159,61,612323,44,440303
123353,1409,LC159,51,510304,44,440303
123354,1409,LC004,61,610327,61,610300
123355,1409,LC018,14,142625,14,140800
123356,1409,LC004,61,610323,61,610300
123357,1409,LC160,61,610424,61,610103
123358,1409,LC334,41,410403,33,330326
123359,1409,LC163,13,130706,61,610113
123360,1409,LC160,61,610422,61,610103
123361,1409,LC326,44,441427,44,440300
123362,1409,LC160,61,612729,61,610103
123363,1409,LC004,61,610327,61,610300
123364,1409,LC199,37,371581,37,371500
123365,1409,LC004,61,610321,61,610300
123366,1409,LC326,42,429001,44,440300
123367,1409,LC337,13,130105,61,610113
123368,1409,LC160,61,610121,61,610103
123369,1409,LC018,14,142623,14,140800
123370,1409,LC326,36,360402,44,440300
123371,1409,LC160,61,610103,61,610103
123372,1409,LC160,61,610122,61,610103
123373,1409,LC326,34,340322,44,440300
123374,1409,LC022,33,330621,33,330100
123375,1409,LC160,61,610429,61,610103
123376,1409,LC345,34,340121,36,360400
123377,1409,LC160,61,612526,61,610103
123378,1409,LC345,34,340102,36,360400
123379,1409,LC345,34,342921,36,360400
123380,1409,LC345,34,340827,36,360400
123381,1409,LC341,43,432524,36,361100
123382,1409,LC334,41,410403,33,330326
123383,1409,LC160,61,610629,61,610103
123384,1409,LC160,61,610526,61,610103
123385,1409,LC031,13,132930,13,130400
123386,1409,LC199,37,371581,37,371500
123387,1409,LC056,62,620121,62,620100
123388,1409,LC056,62,622821,62,620100
123389,1409,LC091,61,612328,61,610700
123390,1409,LC091,61,612325,61,610700
123391,1409,LC343,61,610582,61,610582
123392,1409,LC091,61,612328,61,610700
123393,1409,LC018,14,142623,14,140800
123394,1409,LC199,37,372501,37,371500
123395,1409,LC022,33,330124,33,330100
123396,1409,LC030,43,430682,43,430100
123397,1409,LC160,61,610111,61,610103
123398,1409,LC010,61,610402,61,610400
123399,1409,LC199,37,370125,37,371500
123400,1409,LC113,61,610582,61,610400
123401,1409,LC199,37,371581,37,371500
123402,1409,LC199,34,342222,37,371500
123403,1409,LC091,61,612324,61,610700
123404,1409,LC160,41,412727,61,610103
123405,1409,LC160,61,610113,61,610103
123406,1409,LC010,63,632121,61,610400
123407,1409,LC340,36,362201,36,360900
123408,1409,LC160,62,620102,61,610103
123409,1409,LC113,61,610428,61,610400
123410,1409,LC327,34,341281,34,340100
123411,1409,LC334,14,140108,33,330326
123412,1409,LC001,61,610303,61,610103
123413,1409,LC160,14,140431,61,610103
123414,1409,LC001,61,612133,61,610103
123415,1409,LC004,61,610431,61,610300
123416,1409,LC199,37,370727,37,371500
123417,1409,LC344,36,360124,36,360100
123418,1409,LC199,37,372924,37,371500
123419,1409,LC199,37,372325,37,371500
123420,1409,LC165,13,130185,13,130100
123421,1409,LC199,37,372501,37,371500
123422,1409,LC160,61,610431,61,610103
123423,1409,LC113,61,610481,61,610400
123424,1409,LC338,32,320683,36,360100
123425,1409,LC113,61,610581,61,610400
123426,1409,LC159,41,411325,44,440303
123427,1409,LC024,64,640103,64,640100
123428,1409,LC334,41,410422,33,330326
123429,1409,LC333,36,360121,36,360100
123430,1409,LC031,13,130403,13,130400
123431,1409,LC327,34,340881,34,340100
123432,1409,LC327,34,341221,34,340100
123433,1409,LC327,34,342426,34,340100
123434,1409,LC344,37,371323,36,360100
123435,1409,LC327,34,340104,34,340100
123436,1409,LC001,61,612725,61,610103
123437,1409,LC338,51,510722,36,360100
123438,1409,LC338,41,411123,36,360100
123439,1409,LC338,52,522625,36,360100
123440,1409,LC338,41,411322,36,360100
123441,1409,LC172,41,411303,44,440106
123442,1409,LC160,61,612630,61,610103
123443,1409,LC113,61,610430,61,610400
123444,1409,LC160,61,610502,61,610103
123445,1409,LC160,61,610321,61,610103
123446,1409,LC160,61,610114,61,610103
123447,1409,LC018,14,142724,14,140800
123448,1409,LC160,61,610324,61,610103
123449,1409,LC160,61,610426,61,610103
123450,1409,LC160,61,612401,61,610103
123451,1409,LC159,42,420116,44,440303
123452,1409,LC160,61,610203,61,610103
123453,1409,LC200,37,370602,37,370600
123454,1409,LC199,37,371581,37,371500
123455,1409,LC199,37,372925,37,371500
123456,1409,LC033,61,612422,61,610900
123457,1409,LC199,37,372501,37,371500
123458,1409,LC091,61,612321,61,610700
123459,1409,LC337,61,610425,61,610113
123460,1409,LC091,61,612323,61,610700
123461,1409,LC031,13,130403,13,130400
123462,1409,LC199,37,370682,37,371500
123463,1409,LC160,41,411328,61,610103
123464,1409,LC330,61,610324,61,610113
123465,1409,LC343,61,610582,61,610582
123466,1409,LC056,62,620102,62,620100
123467,1409,LC331,36,360781,36,360700
123468,1409,LC200,37,370781,37,370600
123469,1409,LC056,62,620102,62,620100
123470,1409,LC031,13,130826,13,130400
123471,1409,LC056,62,620102,62,620100
123472,1409,LC199,37,371581,37,371500
123473,1409,LC199,37,371581,37,371500
123474,1409,LC160,61,610521,61,610103
123475,1409,LC160,61,612728,61,610103
123476,1409,LC338,36,362330,36,360100
123477,1409,LC338,36,360731,36,360100
123478,1409,LC160,61,612723,61,610103
123479,1409,LC160,61,610527,61,610103
123480,1409,LC003,61,610481,61,610114
123481,1409,LC160,61,612723,61,610103
123482,1409,LC160,61,612723,61,610103
123483,1409,LC160,61,612723,61,610103
123484,1409,LC160,61,612723,61,610103
123485,1409,LC320,51,510802,32,320100
123486,1409,LC003,14,142703,61,610114
123487,1409,LC345,34,340321,36,360400
123488,1409,LC003,61,610122,61,610114
123489,1409,LC160,61,610125,61,610103
123490,1409,LC160,61,610324,61,610103
123491,1409,LC320,51,511321,32,320100
123492,1409,LC199,37,371525,37,371500
123493,1409,LC160,61,610122,61,610103
123494,1409,LC160,61,610302,61,610103
123495,1409,LC160,61,610502,61,610103
123496,1409,LC160,61,610430,61,610103
123497,1409,LC160,61,610523,61,610103
123498,1409,LC160,61,610124,61,610103
123499,1409,LC113,61,610402,61,610400
123500,1409,LC091,61,612301,61,610700
123501,1409,LC091,61,612326,61,610700
123502,1409,LC330,61,610112,61,610113
123503,1409,LC001,51,510703,61,610103
123504,1409,LC330,61,612425,61,610113
123505,1409,LC330,64,642221,61,610113
123506,1409,LC113,61,610581,61,610400
123507,1409,LC113,61,610429,61,610400
123508,1409,LC091,61,612301,61,610700
123509,1409,LC330,41,412728,61,610113
123510,1409,LC160,61,610111,61,610103
123511,1409,LC330,61,610623,61,610113
123512,1409,LC113,61,610402,61,610400
123513,1409,LC113,61,610404,61,610400
123514,1409,LC334,61,610524,33,330326
123515,1409,LC112,61,610502,61,610500
123516,1409,LC113,61,610425,61,610400
123517,1409,LC113,41,410425,61,610400
123518,1409,LC001,61,610523,61,610103
123519,1409,LC160,14,142402,61,610103
123520,1409,LC010,61,610423,61,610400
123521,1409,LC057,36,360121,36,360100
123522,1409,LC199,14,140423,37,371500
123523,1409,LC334,14,142301,33,330326
123524,1409,LC018,14,142701,14,140800
123525,1409,LC018,14,142701,14,140800
123526,1409,LC001,51,510183,61,610103
123527,1409,LC018,43,430402,14,140800
123528,1409,LC018,14,140102,14,140800
123529,1409,LC344,36,360122,36,360100
123530,1409,LC200,37,370686,37,370600
123531,1409,LC200,37,370611,37,370600
123532,1409,LC200,37,370686,37,370600
123533,1409,LC018,14,142730,14,140800
123534,1409,LC160,61,610403,61,610103
123535,1409,LC199,37,371502,37,371500
123536,1409,LC001,61,612430,61,610103
123537,1409,LC113,61,610115,61,610400
123538,1409,LC018,14,142730,14,140800
123539,1409,LC113,61,610404,61,610400
123540,1409,LC002,61,612522,61,611000
123541,1409,LC200,37,370687,37,370600
123542,1409,LC200,37,370687,37,370600
123543,1409,LC160,61,610528,61,610103
123544,1409,LC160,61,610126,61,610103
123545,1409,LC200,37,370687,37,370600
123546,1409,LC031,13,130421,13,130400
123547,1409,LC344,44,445201,36,360100
123548,1409,LC160,61,610622,61,610103
123549,1409,LC200,37,370602,37,370600
123550,1409,LC113,61,610424,61,610400
123551,1409,LC169,61,610203,61,610200
123552,1409,LC160,61,612723,61,610103
123553,1409,LC160,61,612722,61,610103
123554,1409,LC344,36,362428,36,360100
123555,1409,LC160,61,612726,61,610103
123556,1409,LC031,13,130434,13,130400
123557,1409,LC160,61,612723,61,610103
123558,1409,LC344,36,362330,36,360100
123559,1409,LC160,61,612722,61,610103
123560,1409,LC160,61,612722,61,610103
123561,1409,LC091,61,612321,61,610700
123562,1409,LC116,61,612732,61,610800
123563,1409,LC199,37,372502,37,371500
123564,1409,LC160,61,612723,61,610103
123565,1409,LC160,61,612723,61,610103
123566,1409,LC160,34,341281,61,610103
123567,1409,LC160,61,612723,61,610103
123568,1409,LC160,34,341223,61,610103
123569,1409,LC160,61,612732,61,610103
123570,1409,LC024,64,640321,64,640100
123571,1409,LC169,61,610221,61,610200
123572,1409,LC160,37,370881,61,610103
123573,1409,LC160,41,412721,61,610103
123574,1409,LC320,32,320324,32,320100
123575,1409,LC337,61,610502,61,610113
123576,1409,LC320,32,321283,32,320100
123577,1409,LC320,32,320325,32,320100
123578,1409,LC320,32,320981,32,320100
123579,1409,LC018,14,142625,14,140800
123580,1409,LC320,32,321322,32,320100
123581,1409,LC334,61,610323,33,330326
123582,1409,LC338,34,342622,36,360100
123583,1409,LC322,51,510322,36,360300
123584,1409,LC338,62,622630,36,360100
123585,1409,LC338,34,342128,36,360100
123586,1409,LC320,42,420602,32,320100
123587,1409,LC345,36,362422,36,360400
123588,1409,LC160,61,610326,61,610103
123589,1409,LC325,44,440623,44,440600
123590,1409,LC325,44,440681,44,440600
123591,1409,LC325,44,440681,44,440600
123592,1409,LC325,42,429004,44,440600
123593,1409,LC169,61,610221,61,610200
123594,1409,LC334,41,410402,33,330326
123595,1409,LC010,61,610402,61,610400
123596,1409,LC169,61,610221,61,610200
123597,1409,LC113,41,410305,61,610400
123598,1409,LC160,61,610421,61,610103
123599,1409,LC330,61,610502,61,610113
123600,1409,LC349,62,620421,62,621100
123601,1409,LC338,36,360121,36,360100
123602,1409,LC160,61,610404,61,610103
123603,1409,LC010,61,610404,61,610400
123604,1409,LC009,61,610524,61,610600
123605,1409,LC160,61,610422,61,610103
123606,1409,LC056,62,620102,62,620100
123607,1409,LC160,61,610404,61,610103
123608,1409,LC106,32,320404,32,320500
123609,1409,LC160,12,120111,61,610103
123610,1409,LC009,61,610623,61,610600
123611,1409,LC334,41,412724,33,330326
123612,1409,LC333,36,360203,36,360100
123613,1409,LC160,61,610481,61,610103
123614,1409,LC160,61,610431,61,610103
123615,1409,LC056,62,620403,62,620100
123616,1409,LC024,13,130502,64,640100
123617,1409,LC018,14,142621,14,140800
123618,1409,LC160,61,610422,61,610103
123619,1409,LC256,61,612526,61,610429
123620,1409,LC327,52,522527,34,340100
123621,1409,LC160,61,610327,61,610103
123622,1409,LC345,13,131182,36,360400
123623,1409,LC345,36,360101,36,360400
123624,1409,LC160,61,610502,61,610103
123625,1409,LC031,13,130224,13,130400
123626,1409,LC200,37,370630,37,370600
123627,1409,LC200,37,370602,37,370600
123628,1409,LC160,61,612501,61,610103
123629,1409,LC160,61,610328,61,610103
123630,1409,LC200,37,371083,37,370600
123631,1409,LC200,37,371083,37,370600
123632,1409,LC334,61,610122,33,330326
123633,1409,LC334,61,610523,33,330326
123634,1409,LC112,61,610523,61,610500
123635,1409,LC160,61,612726,61,610103
123636,1409,LC256,61,610429,61,610429
123637,1409,LC002,61,610430,61,611000
123638,1409,LC334,41,410411,33,330326
123639,1409,LC334,61,610523,33,330326
123640,1409,LC018,14,142701,14,140800
123641,1409,LC320,32,320826,32,320100
123642,1409,LC320,34,341124,32,320100
123643,1409,LC320,36,360122,32,320100
123644,1409,LC320,32,320381,32,320100
123645,1409,LC160,13,130984,61,610103
123646,1409,LC033,61,612401,61,610900
123647,1409,LC320,34,342224,32,320100
123648,1409,LC320,32,321324,32,320100
123649,1409,LC320,34,342425,32,320100
123650,1409,LC320,32,320324,32,320100
123651,1409,LC320,32,320583,32,320100
123652,1409,LC113,61,610424,61,610400
123653,1409,LC320,32,320981,32,320100
123654,1409,LC324,15,150426,15,150100
123655,1409,LC160,61,612129,61,610103
123656,1409,LC001,61,610123,61,610103
123657,1409,LC345,32,321088,36,360400
123658,1409,LC022,33,339005,33,330100
123659,1409,LC160,61,610632,61,610103
123660,1409,LC160,61,610632,61,610103
123661,1409,LC160,61,610632,61,610103
123662,1409,LC160,61,610632,61,610103
123663,1409,LC160,61,610632,61,610103
123664,1409,LC160,61,610121,61,610103
123665,1409,LC160,61,610632,61,610103
123666,1409,LC160,61,610632,61,610103
123667,1409,LC160,61,610625,61,610103
123668,1409,LC022,33,330621,33,330100
123669,1409,LC022,33,330602,33,330100
123670,1409,LC022,33,330621,33,330100
123671,1409,LC022,42,420117,33,330100
123672,1409,LC331,36,362132,36,360700
123673,1409,LC334,22,220323,33,330326
123674,1409,LC334,62,622301,33,330326
123675,1409,LC199,37,370206,37,371500
123676,1409,LC334,62,622901,33,330326
123677,1409,LC334,62,620105,33,330326
123678,1409,LC113,41,412826,61,610400
123679,1409,LC033,61,612401,61,610900
123680,1409,LC033,61,612401,61,610900
123681,1409,LC033,61,612401,61,610900
123682,1409,LC160,61,610428,61,610103
123683,1409,LC326,42,421023,44,440300
123684,1409,LC345,44,441623,36,360400
123685,1409,LC091,61,612321,61,610700
123686,1409,LC113,61,610404,61,610400
123687,1409,LC327,34,340881,34,340100
123688,1409,LC160,61,610528,61,610103
123689,1409,LC033,61,612423,61,610900
123690,1409,LC160,61,610426,61,610103
123691,1409,LC344,36,362204,36,360100
123692,1409,LC160,41,411102,61,610103
123693,1409,LC200,37,371082,37,370600
123694,1409,LC200,37,371081,37,370600
123695,1409,LC160,62,620523,61,610103
123696,1409,LC200,37,370687,37,370600
123697,1409,LC056,62,620525,62,620100
123698,1409,LC344,36,362102,36,360100
123699,1409,LC018,14,142623,14,140800
123700,1409,LC091,61,612329,61,610700
123701,1409,LC091,61,612327,61,610700
123702,1409,LC338,34,340826,36,360100
123703,1409,LC338,34,340826,36,360100
123704,1409,LC322,36,360313,36,360300
123705,1409,LC328,61,610322,61,610104
123706,1409,LC328,61,610126,61,610104
123707,1409,LC106,43,432524,32,320500
123708,1409,LC328,61,610121,61,610104
123709,1409,LC328,61,610321,61,610104
123710,1409,LC328,61,610113,61,610104
123711,1409,LC328,61,612133,61,610104
123712,1409,LC160,61,610425,61,610103
123713,1409,LC160,61,610121,61,610103
123714,1409,LC331,36,360781,36,360700
123715,1409,LC160,61,610116,61,610103
123716,1409,LC009,61,610602,61,610600
123717,1409,LC333,36,360622,36,360100
123718,1409,LC001,61,610103,61,610103
123719,1409,LC057,33,330304,36,360100
123720,1409,LC091,61,612324,61,610700
123721,1409,LC320,51,510411,32,320100
123722,1409,LC340,32,320381,36,360900
123723,1409,LC339,61,610103,36,361100
123724,1409,LC340,23,230281,36,360900
123725,1409,LC328,62,622825,61,610104
123726,1409,LC344,36,360102,36,360100
123727,1409,LC116,61,612701,61,610800
123728,1409,LC334,61,610528,33,330326
123729,1409,LC338,32,320923,36,360100
123730,1409,LC334,65,650102,33,330326
123731,1409,LC004,61,610302,61,610300
123732,1409,LC106,32,320501,32,320500
123733,1409,LC200,37,370612,37,370600
123734,1409,LC009,61,610627,61,610600
123735,1409,LC009,61,612732,61,610600
123736,1409,LC004,61,610327,61,610300
123737,1409,LC004,61,610327,61,610300
123738,1409,LC199,37,372925,37,371500
123739,1409,LC160,61,610632,61,610103
123740,1409,LC334,61,610502,33,330326
123741,1409,LC334,61,612731,33,330326
123742,1409,LC160,61,610632,61,610103
123743,1409,LC160,61,610632,61,610103
123744,1409,LC056,62,620523,62,620100
123745,1409,LC160,61,610629,61,610103
123746,1409,LC113,61,610404,61,610400
123747,1409,LC056,62,620522,62,620100
123748,1409,LC338,33,332501,36,360100
123749,1409,LC169,61,610324,61,610200
123750,1409,LC024,64,640203,64,640100
123751,1409,LC160,61,610115,61,610103
123752,1409,LC091,61,612325,61,610700
123753,1409,LC116,61,612701,61,610800
123754,1409,LC091,61,612324,61,610700
123755,1409,LC320,32,320105,32,320100
123756,1409,LC091,61,612328,61,610700
123757,1409,LC199,37,372501,37,371500
123758,1409,LC091,61,612326,61,610700
123759,1409,LC349,62,622427,62,621100
123760,1409,LC113,61,610481,61,610400
123761,1409,LC113,61,610422,61,610400
123762,1409,LC160,61,610502,61,610103
123763,1409,LC199,37,372527,37,371500
123764,1409,LC016,41,410103,41,410100
123765,1409,LC160,61,610427,61,610103
123766,1409,LC343,61,610582,61,610582
123767,1409,LC333,33,331002,36,360100
123768,1409,LC057,36,362422,36,360100
123769,1409,LC160,61,610404,61,610103
123770,1409,LC018,14,142601,14,140800
123771,1409,LC327,34,340311,34,340100
123772,1409,LC327,34,340104,34,340100
123773,1409,LC331,36,360702,36,360700
123774,1409,LC345,36,360721,36,360400
123775,1409,LC031,13,130402,13,130400
123776,1409,LC199,37,370214,37,371500
123777,1409,LC328,61,610321,61,610104
123778,1409,LC322,36,360302,36,360300
123779,1409,LC057,33,339005,36,360100
123780,1409,LC056,62,622301,62,620100
123781,1409,LC160,35,350181,61,610103
123782,1409,LC091,61,612327,61,610700
123783,1409,LC004,61,610302,61,610300
123784,1409,LC340,33,330823,36,360900
123785,1409,LC163,13,130225,61,610113
123786,1409,LC338,51,511321,36,360100
123787,1409,LC344,32,320321,36,360100
123788,1409,LC091,61,612321,61,610700
123789,1409,LC112,61,610527,61,610500
123790,1409,LC106,34,342224,32,320500
123791,1409,LC199,34,341202,37,371500
123792,1409,LC199,37,372524,37,371500
123793,1409,LC200,37,370613,37,370600
123794,1409,LC113,61,610431,61,610400
123795,1409,LC018,14,142623,14,140800
123796,1409,LC031,13,130984,13,130400
123797,1409,LC031,13,130826,13,130400
123798,1409,LC031,13,130821,13,130400
123799,1409,LC282,62,620502,62,620500
123800,1409,LC024,64,640202,64,640100
123801,1409,LC169,61,610221,61,610200
123802,1409,LC160,61,610322,61,610103
123803,1409,LC024,64,640121,64,640100
123804,1409,LC113,61,610429,61,610400
123805,1409,LC003,61,610113,61,610114
123806,1409,LC199,37,372501,37,371500
123807,1409,LC344,43,430603,36,360100
123808,1409,LC344,36,362233,36,360100
123809,1409,LC160,61,610528,61,610103
123810,1409,LC322,36,360311,36,360300
123811,1409,LC113,61,610404,61,610400
123812,1409,LC091,61,612322,61,610700
123813,1409,LC282,62,620502,62,620500
123814,1409,LC091,61,612327,61,610700
123815,1409,LC091,61,612329,61,610700
123816,1409,LC091,61,612301,61,610700
123817,1409,LC004,61,610321,61,610300
123818,1409,LC112,61,612130,61,610500
123819,1409,LC112,61,612130,61,610500
123820,1409,LC160,61,610426,61,610103
123821,1409,LC113,51,513030,61,610400
123822,1409,LC199,35,350182,37,371500
123823,1409,LC160,61,610526,61,610103
123824,1409,LC018,14,142601,14,140800
123825,1409,LC199,37,370623,37,371500
123826,1409,LC199,37,370681,37,371500
123827,1409,LC330,64,640321,61,610113
123828,1409,LC003,61,612601,61,610114
123829,1409,LC160,51,513422,61,610103
123830,1409,LC330,61,610122,61,610113
123831,1409,LC344,36,360122,36,360100
123832,1409,LC113,61,612730,61,610400
123833,1409,LC169,61,610202,61,610200
123834,1409,LC160,61,610632,61,610103
123835,1409,LC160,61,610122,61,610103
123836,1409,LC030,43,430921,43,430100
